train/entropy_loss,train/clip_range,time/total_timesteps,train/policy_gradient_loss,time/time_elapsed,train/value_loss,train/clip_fraction,time/iterations,rollout/ep_rew_mean,train/loss,train/explained_variance,train/n_updates,train/learning_rate,rollout/ep_len_mean,train/approx_kl,time/fps
-0.8633770337328315,0.2,524288,-0.0019092723814537749,274,402.90755343437195,0.01904296875,512,69.82168191000001,142.66294860839844,0.6701095998287201,2044,0.0003,681.19,0.0036915743,1912
-0.9385384516790509,0.2,528384,-0.004378577912575565,276,297.308686375618,0.009521484375,516,71.01398093,119.12013244628906,0.6691817045211792,2060,0.0003,696.06,0.0018192925,1912
-0.8001670986413956,0.2,532480,-0.0025522411160636693,278,134.14507138729095,0.016357421875,520,67.16989339,66.73902130126953,0.502841979265213,2076,0.0003,715.54,0.003810211,1912
-0.8791318330913782,0.2,536576,-0.0026854420284507796,280,117.94111549854279,0.018310546875,524,63.75329661,32.73627471923828,0.8131014108657837,2092,0.0003,702.07,0.0057927687,1912
-0.6676663216203451,0.2,540672,-0.0007405535507132299,282,722.2829513549805,0.01611328125,528,67.20648648000001,354.5875244140625,0.4765812158584595,2108,0.0003,722.41,0.0026407947,1912
-0.869468460790813,0.2,544768,-0.000957992971962085,284,413.25944805145264,0.004150390625,532,68.70509624,148.61801147460938,0.1918300986289978,2124,0.0003,711.43,0.0019661803,1912
-0.9699994623661041,0.2,548864,-0.0013769331490038894,286,650.7734956741333,0.00048828125,536,66.45046903000001,294.3210144042969,0.4967934489250183,2140,0.0003,706.01,0.001640769,1912
-0.8244906747713685,0.2,552960,-0.0018460864921507891,289,249.69334316253662,0.0087890625,540,62.43496145,186.04075622558594,0.6098313331604004,2156,0.0003,692.92,0.004576844,1912
-0.7402605004608631,0.2,557056,0.0007721400834270753,291,878.1400766372681,0.000244140625,544,58.06171432000001,416.99859619140625,0.5750965178012848,2172,0.0003,677.81,0.00021659059,1912
-0.8767192298546433,0.2,561152,-0.0034719224204309285,293,350.4332206249237,0.011474609375,548,55.18072502,97.75735473632812,0.7238538861274719,2188,0.0003,682.06,0.004413128,1912
-0.9532865909859538,0.2,565248,-0.002647594879817916,295,82.55873891711235,0.06103515625,552,53.12329362,27.860294342041016,0.6127642393112183,2204,0.0003,685.99,0.0058400305,1912
-0.9343038620427251,0.2,569344,-0.0031106349397305166,297,441.8932363986969,0.00732421875,556,53.00632260000001,166.03257751464844,0.2958531975746155,2220,0.0003,705.47,0.0028141062,1912
-0.9633286939933896,0.2,573440,-0.0017442359712731559,299,279.09626138210297,0.04931640625,560,50.85658946,89.6806411743164,0.7718649506568909,2236,0.0003,695.01,0.006812458,1912
-0.8887850735336542,0.2,577536,-0.002004038331506308,301,431.71949899196625,0.01318359375,564,49.79841771999999,302.6078186035156,0.6922319829463959,2252,0.0003,664.33,0.0033691651,1912
-0.960060658864677,0.2,581632,-0.00048803743993630633,304,215.30883872509003,0.01953125,568,53.08098708999999,125.0283203125,0.7905452698469162,2268,0.0003,656.76,0.0047278306,1912
-0.9659993266686797,0.2,585728,-0.003169530682498589,306,80.88092190027237,0.048583984375,572,53.70226503,37.784515380859375,0.7319889962673187,2284,0.0003,645.47,0.008537654,1912
-0.9117619255557656,0.2,589824,-0.005215750323259272,308,139.9287330955267,0.0478515625,576,55.88466645,124.58246612548828,0.38048166036605835,2300,0.0003,643.61,0.005411184,1912
-0.9095830246806145,0.2,593920,-0.0010664047113095876,310,450.25039935112,0.005859375,580,58.38814576,231.88888549804688,0.7015359401702881,2316,0.0003,649.75,0.0030049887,1912
